date,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,trend_d,trend_w,trend_m,overall_d,overall_w,overall_m,tone,verdict_ko,n_watch_avail,fg_avail,eod_avail,n_leaders,spy_close,vix_close
2015-02-26,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.315385,1.000000,0.400000,-1,0,1,G2R,GREEN,R2G,caution,신호가 엇갈림,23,False,False,12,174.602661,13.910000
2015-02-27,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,0.733333,0.266667,0,-1,1,GREEN,G2R,R2G,caution,신호가 엇갈림,23,False,False,12,174.007843,13.340000
2015-03-02,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,0.733333,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,175.106491,13.040000
2015-03-03,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.733333,0.666667,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,174.387863,13.860000
2015-03-04,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,0.666667,0,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,173.652679,14.230000
2015-03-05,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,1.000000,0.666667,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,173.842697,14.040000
2015-03-06,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.733333,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,171.397690,15.200000
2015-03-09,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.066667,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,172.108063,15.060000
2015-03-10,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.066667,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,169.316101,16.690001
2015-03-11,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,168.919678,16.870001
2015-03-12,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.066667,0.666667,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,171.067291,15.420000
2015-03-13,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.066667,0.666667,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,170.018219,16.000000
2015-03-16,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.576923,-0.066667,0.666667,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,172.289825,15.610000
2015-03-17,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.546154,-0.066667,0.666667,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,171.777664,15.660000
2015-03-18,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.469231,-0.066667,0.666667,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,173.842697,13.970000
2015-03-19,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.653846,-0.066667,0.666667,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,173.049728,14.070000
2015-03-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,-0.066667,0.666667,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,174.577194,13.020000
2015-03-23,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.733333,0.666667,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,174.237045,13.410000
2015-03-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.000000,0.666667,0,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,4,173.257919,13.620000
2015-03-25,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,-0.061538,-0.266667,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,170.719055,15.440000
2015-03-26,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,-0.061538,-0.155556,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,170.312622,15.800000
2015-03-27,AMBER,RED,AMBER,GREEN,AMBER,AMBER,AMBER,G2R,-0.184615,-0.288889,0.400000,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,3,170.702530,15.070000
2015-03-30,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.000000,-0.400000,0.666667,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,172.785065,14.510000
2015-03-31,G2R,RED,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,-0.015385,-0.400000,0.666667,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,3,171.275024,15.290000
2015-04-01,AMBER,RED,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.046154,-0.400000,0.100000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,2,170.669266,15.110000
2015-04-02,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.230769,-0.400000,0.100000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,2,171.283325,14.670000
2015-04-06,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.000000,0.233333,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,3,172.436615,14.740000
2015-04-07,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.761538,0.000000,0.233333,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,4,171.980240,14.780000
2015-04-08,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.730769,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,6,172.561050,13.980000
2015-04-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,5,173.324326,13.090000
2015-04-10,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.000000,0.500000,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,174.270203,12.580000
2015-04-13,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.500000,0.500000,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,6,173.481979,13.940000
2015-04-14,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.500000,0.500000,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,5,173.813858,13.670000
2015-04-15,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.500000,0.500000,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,4,174.593781,12.840000
2015-04-16,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.500000,0.500000,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,174.544037,12.600000
2015-04-17,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.000000,0.500000,-1,0,-1,G2R,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,172.536148,13.890000
2015-04-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.000000,0.500000,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,174.112564,13.300000
2015-04-21,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.000000,0.500000,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,173.905136,13.250000
2015-04-22,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.000000,0.500000,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,174.759720,12.710000
2015-04-23,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.000000,0.500000,0,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,8,175.199509,12.480000
2015-04-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.000000,0.500000,0,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,10,175.606064,12.290000
2015-04-27,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.500000,0.500000,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,10,174.875885,13.120000
2015-04-28,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.500000,0.500000,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,175.431808,12.410000
2015-04-29,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.423077,0.500000,0.500000,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,9,174.709961,13.390000
2015-04-30,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.000000,0.500000,-1,0,-1,G2R,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,8,172.959244,14.550000
2015-05-01,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,0.166667,-1,1,0,G2R,GREEN,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,10,174.834412,12.700000
2015-05-04,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.833333,0.166667,0,1,0,AMBER,GREEN,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,7,175.332214,12.850000
2015-05-05,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,0.166667,0,-1,0,AMBER,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,173.324326,14.310000
2015-05-06,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.111111,0.166667,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,7,172.610764,15.150000
2015-05-07,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.166667,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,6,173.299423,15.130000
2015-05-08,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.833333,0.166667,0,1,-1,AMBER,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,175.581192,12.860000
2015-05-11,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.166667,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,174.743134,13.850000
2015-05-12,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.166667,0,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,174.220413,13.860000
2015-05-13,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.166667,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,5,174.253601,13.760000
2015-05-14,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,1.000000,0.166667,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,6,176.070679,12.740000
2015-05-15,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,1.000000,0.166667,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,9,176.261505,12.380000
2015-05-18,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,1.000000,0.666667,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,176.809128,12.730000
2015-05-19,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,1.000000,0.666667,0,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,176.751038,12.850000
2015-05-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,1.000000,0.166667,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,7,176.626587,12.880000
2015-05-21,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,1.000000,0.666667,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,177.141006,12.110000
2015-05-22,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,0.166667,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,5,176.717819,12.130000
2015-05-26,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.876923,0.333333,0.166667,0,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,174.817856,14.060000
2015-05-27,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,0.166667,-1,0,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,176.477219,13.270000
2015-05-28,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,0.166667,-1,0,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,176.278076,13.310000
2015-05-29,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.333333,0.166667,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,7,175.182892,13.840000
2015-06-01,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.000000,0.166667,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,5,175.539703,13.970000
2015-06-02,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.000000,0.166667,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,4,175.365448,14.240000
2015-06-03,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.000000,0.166667,0,-1,0,AMBER,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,175.830078,13.660000
2015-06-04,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.166667,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,174.344925,14.710000
2015-06-05,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.166667,0,-1,0,AMBER,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,174.046173,14.210000
2015-06-08,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.000000,0.166667,0,0,0,AMBER,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,172.975891,15.290000
2015-06-09,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.000000,0.166667,1,0,0,R2G,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,5,172.951019,14.470000
2015-06-10,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.000000,0.166667,1,0,0,GREEN,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,175.025253,13.220000
2015-06-11,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.000000,0.166667,1,0,0,GREEN,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,5,175.589478,12.850000
2015-06-12,AMBER,R2G,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.392308,0.000000,0.166667,0,0,0,AMBER,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,3,174.245285,13.780000
2015-06-15,AMBER,RED,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.046154,0.111111,0.166667,-1,1,0,G2R,R2G,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,2,173.498581,15.390000
2015-06-16,AMBER,RED,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.046154,0.333333,0.500000,-1,1,1,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,2,174.444443,14.810000
2015-06-17,AMBER,RED,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.046154,0.333333,0.500000,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,174.726562,14.500000
2015-06-18,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,7,176.543610,13.190000
2015-06-19,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.500000,1,1,1,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,5,175.759842,13.960000
2015-06-22,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,0.500000,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,6,176.660309,12.740000
